type,category,sku,name_en,name_cn,price,price_status,pricing_tier,pricing_label,price_suggestion_cn
配件 Part,Disc Brush / 盘刷,104340418624,China Factory Wholesale Single Disc Machine Rotary Brush Single Disc Brush,中国工厂 批发 Single Disc Machine Rotary 刷 Single 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,104790988611,Pad Holder with 3 Lugs&np-9200 for Floor Cleaning Machine - 13 Inch Box Cleaning Brushes Anhui WHEEL Nylon Roller Brush Machine,针盘 with 3 Lugs&np-9200 for Floor 清洁机 - 13 Inch Box Cleaning 刷es Anhui 轮子 Nylon 滚刷 Machine,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Clutch Plate / 离合器盘,101539483146,Floor Cleaning Equipment Spare Part  Scrubber Black Clutch Plate for 175 Flange,Floor 清洁设备 配件  Scrubber Black 离合器盘 for 175 法兰,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,106458238195,Nilfisk 9099999000 PP Disk Brush 370MM/14inch for Nilfisk SC351,Nilfisk 9099999000 PP 盘刷 370MM/14inch for Nilfisk SC351,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101559442162,Cleaning Equipment Part PP Tenant T17 16inch Floor Scrubber Disc Brush,清洁设备 Part PP Tenant T17 16inch 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101535303149,Floor Cleaning Equipment Spare Part Tenant Clutch Plate,Floor 清洁设备 配件 Tenant 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104461908694,KARCHE KIT SQUEEGE SUCTION RUBBER STANDARD for SCRUBBER MACHINE,KARCHE 套件 SQUEEGE SUCTION RUBBER STANDARD for SCRUBBER MACHINE,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103126300274,Floor Buffer Brush Stripping Brush for Carpet Cleaning Monobrush,Floor Buffer 刷 Stripping 刷 for Carpet Cleaning Mono刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104453924843,PP/Steel Mixed Street Road Sweeper Wafer Disc Brush for Bobcat,PP/Steel Mixed Street Road Sweeper Wafer 盘刷 for Bobcat,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103221357071,High Quality Rotary Brush and Good Quantity Assured Main Broom for Sweeper Equipment,高品质 Rotary 刷 and Good Quantity Assured 主刷 for Sweeper Equipment,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,103717136309,Factory Directly Sale Scrubber Cleaning Machine Part Squeegee Assembly,工厂直销ly Sale Scrubber 清洁机 Part 吸水胶条 总成,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,11476190455,Short Trim Pad Driver - 13 Inch - Advance - 30758A,Short Trim 针盘驱动 - 13 Inch - Advance - 30758A,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,103851462823,China Factory Directly Sale Floor Scrubber Machine Brush for Any Brand,中国工厂 Directly Sale 洗地机 Machine 刷 for Any Brand,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,101521634780,Kacher City Sweeper Spare Parts 53inch PP Mixed Steel Wire/PPL  Cylindrical  Brushes,Kacher City Sweeper 配件s 53inch PP Mixed Steel Wire/PPL  Cylindrical  刷es,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Vacuum Motor / 真空电机,104074500810,36V 3-stg Vacuum Motor Tennant Vacuum Motor,36V 3-stg 真空电机 Tennant 真空电机,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,104941417043,Nilfisk/Viper/Gaomei Carpet Shampoo Brush High Quality Brush for Floor Scrubber,Nilfisk/Viper/Gaomei Carpet Shampoo 刷 高品质 刷 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,11717037938,Gaomei Floor Scrubber Machine GM230/GM160 Spare Part Roatary Disc Brush,Gaomei 洗地机 Machine GM230/GM160 配件 Roatary 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,134966441,Pad Driver for Auto Scrubber Machine Single Disc Machine,针盘驱动 for Auto Scrubber Machine Single Disc Machine,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,102012843348,Nilfisk Viper LS160/LS160HD 16 Inch Pad Driver Holder  for Floor Scrubber __ VF75421,Nilfisk Viper LS160/LS160HD 16 Inch 针盘驱动 Holder  for 洗地机 __ VF75421,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Clutch Plate / 离合器盘,104482453716,Floor Scrubber Machine Parts Numatic Brush Buckle Center Lock Clutch Plate,洗地机 Machine Parts Nu地垫ic 刷 Buckle 中心锁扣 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,104353914601,Drain Hose Assembly TENNANT for Floor Scrubber Machine,排水管 总成 TENNANT for 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,103322772606,T7AMR T16AMR T16 Competitive Price Clutch Plate Scrubber Spare Parts,T7AMR T16AMR T16 Competitive Price 离合器盘 Scrubber 配件s,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101794807564,I-MOP XL  Floor Scrubber Brush Disc Brush,I-MOP XL  洗地机 刷 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,11701884110,GAOMEI Auto Floor Scrubber GM70BT/GM110BT70 Disc Rotary Brush / Pad Holder,GAOMEI Auto 洗地机 GM70BT/GM110BT70 Disc Rotary 刷 / 针盘,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Roller Brush / 滚刷,103215452184,Road Sweeper Nylon Brush Main Roller Brush Cylindrical Scrub Brush,Road Sweeper Nylon 刷 Main 滚刷 Cylindrical Scrub 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102451676435,Tennant T300E Floor Scrubber Disc Brush Factory Sales for Floor Scrubber,Tennant T300E 洗地机 盘刷 Factory Sales for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101570361535,Cleaning Equipment Part - Customized Tynex Abrasive Floor Scrubber Disc Brush,清洁设备 Part - Customized Tynex Abrasive 洗地机 盘刷,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Clutch Plate / 离合器盘,103347384167,Wholesale a Variety of Styles to Suit a Variety Scrubbers Clutch Disc Clutch Plate Making Machinery,批发 a Variety of Styles to Suit a Variety Scrubbers Clutch Disc 离合器盘 Making Machinery,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103860452005,For Tennant/karche/hako Floor Scrubber Machine Rotary Stripping Brush Black Cleaning Brushes Cartoon Solar Panel Cleaning Brush,For Tennant/karche/hako 洗地机 Machine Rotary Stripping 刷 Black Cleaning 刷es Cartoon Solar Panel Cleaning 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Mat / 地垫,104567660740,Commercial Anti slip Custom Printed Welcome logo Door Mat Outdoor Floor Hotel Entrance Carpet with Pvc Backing,商用 Anti slip Custom Printed Welcome logo Door 地垫 Outdoor Floor Hotel Entrance Carpet with Pvc Backing,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Clutch Plate / 离合器盘,11096774455,Auto Floor Scrubber Cleaning Equipment Parts Clutch Plate,Auto 洗地机 清洁设备 Parts 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102272210001,14 Inch Disc Brush for Viper AS380,14 Inch 盘刷 for Viper AS380,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,103775291549,Recovery Tank Drain Hose Assembly Suction Hose/Drain Hose,Recovery Tank 排水管 总成 Suction 管/排水管,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Other / 其他,103853667740,China Factory Directly Sale Long Lasting TASKI Swingo XP-R BMS,中国工厂 Directly Sale Long Lasting TASKI Swingo XP-R BMS,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,12343562955,Hawk Floor Cleaning Equipment Spare Part - 16'' Tufted Pad Driver with Riser and NP9200 Clutch Plate,Hawk Floor 清洁设备 配件 - 16'' Tufted 针盘驱动 with Riser and NP9200 离合器盘,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,102013200216,Nilfisk Viper FANG 18C 430mm Pad Driver Holder  for Floor Scrubber __VF80212A,Nilfisk Viper FANG 18C 430mm 针盘驱动 Holder  for 洗地机 __VF80212A,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,12062630493,Kacher BD530 Floor Scrubber Spare Parts- Sweeper Disc Brush/ Pad Driver,Kacher BD530 洗地机 配件s- Sweeper 盘刷/ 针盘驱动,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,1000141211365,Nilfisk Advance/Lavor Cleaning Equipment Part 13 Inch Floor Scrubber Disc Brush,Nilfisk Advance/Lavor 清洁设备 Part 13 Inch 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,66373427,Weizhuo CWZ-X2D Auoto Scrubber Parts Disc Brush,Weizhuo CWZ-X2D Auoto Scrubber Parts 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Solenoid Valve / 电磁阀,104124642370,Suitable for Tennant 1062393  Water Solenoid Valve Water Solution Valve,Suitable for Tennant 1062393  Water 电磁阀 Water Solution 阀,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,11756940369,Weizhuo Auto Scrubber Machine X7-85 Spare Part Floor Disc Brush and Pad Driver,Weizhuo Auto Scrubber Machine X7-85 配件 Floor 盘刷 and 针盘驱动,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Filter / 过滤器,104156945621,Cleaning Equipment Parts Water Filter for Floor Scrubber Machine,清洁设备 Parts Water 过滤器 for 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104386642322,OEM Replacement Parts Aftermarket Nilfisk  Disc Brush,OEM 替换 Parts Aftermarket Nilfisk  盘刷,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Wheel / 轮子,105580309184,Floor Scrubber Machine Amer Drive Wheel Motor Wheel Traction Wheel,洗地机 Machine Amer Drive 轮子 电机 轮子 Traction 轮子,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,12146263221,Cleaning Machine Spare Part Kacher B140 PPL 17.5 Inch Floor Scrubber Disc Brush,清洁机 配件 Kacher B140 PPL 17.5 Inch 洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,104941162657,Floor Rotating Cleaning Tile Scrubber Brush Single Disc Machine Spare Part Carpet Shampoo Brush,Floor Rotating Cleaning Tile Scrubber 刷 Single Disc Machine 配件 Carpet Shampoo 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101939920202,Factory Sales Squeegee Blade for Floor Scrubber with NR&PU Material,Factory Sales 吸水胶条 Blade for 洗地机 with NR&PU 地垫erial,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,11697883237,"Dulevo 5000 Sweeper Spare Part, Steel Wire Mixed PP Side Brush","Dulevo 5000 Sweeper 配件, Steel Wire Mixed PP 边刷",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,65654189,"Dulevo 5000 Sweeper Spare Parts, Main Brush/Roller Brush/ Steel Wire Mixed PP/PPL Cylindrical Brush","Dulevo 5000 Sweeper 配件s, Main 刷/滚刷/ Steel Wire Mixed PP/PPL Cylindrical 刷",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,101558246394,Floor Scrubber Main Brush Cleaning Equipment Parts Roller Brush for Tennant T12,洗地机 Main 刷 清洁设备 Parts 滚刷 for Tennant T12,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Roller Brush / 滚刷,103211539526,Main Hard Roller Brush Polypropylene Cylindrical Sweep Roller Brush,Main Hard 滚刷 Polypropylene Cylindrical Sweep 滚刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,104567989135,Good Quality Bathroom Anti-slip Mat Shower Anti-fall Rubber Outdoor Drainage and Pvc Swimming Pool Mats,优质 Bathroom Anti-slip 地垫 Shower Anti-fall Rubber Outdoor Drainage and Pvc Swimming Pool 地垫s,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101942138567,Factory Sales Floor Scrubber Squeegee  with NR&PU Material,Factory Sales 洗地机 吸水胶条  with NR&PU 地垫erial,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103126271154,Scrubmaster Rotary Brush I-MOP Monobrush/Cleaning Brush Kit Nylon Brush,Scrubmaster Rotary 刷 I-MOP Mono刷/Cleaning 刷 套件 Nylon 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101562835129,Hot Sale  Floor Scrubber Disk Brush for Taski,热销  洗地机 盘刷 for Taski,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102033468084,17 Inch PP Floor Scrubber Disc Brush for VIPER FANG 18C,17 Inch PP 洗地机 盘刷 for VIPER FANG 18C,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101560194300,Cleaning Equipment Floor Scrubber Machine Parts PPL Disc Brush for Tennant T7,清洁设备 洗地机 Machine Parts PPL 盘刷 for Tennant T7,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,103859939671,High Quality Single Disc Machine Spare Part Pad Driver for Viper LS160,高品质 Single Disc Machine 配件 针盘驱动 for Viper LS160,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,266257736,Floor Scrubber Machine Spare Part 16 Inch Pad Driver for Nilfisk Pad Holder,洗地机 Machine 配件 16 Inch 针盘驱动 for Nilfisk 针盘,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Hose / 水管,103635968707,Universal Washing Machine Spare Part Accessory Pe 1m 2m Flexible Wash Machine Dishwasher Extension Water Outlet Drain Pipe Hose,通用 Washing Machine 配件 Accessory Pe 1m 2m Flexible Wash Machine Dishwasher Extension Water Outlet Drain Pipe 管,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,103707738977,"Factory Direct Sales Floor Scrubber Spare Part Squeegee Assembly Suitable Tennant,Nilfisk,Hako Cleaning Supplies","工厂直销 Sales 洗地机 配件 吸水胶条 总成 Suitable Tennant,Nilfisk,Hako Cleaning Supplies",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102005918795,Nilfisk Viper AS530R 20 Inch Floor Scrubber Disc Brush __ VR25014,Nilfisk Viper AS530R 20 Inch 洗地机 盘刷 __ VR25014,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,103008396284,Factory Direct Sales 20inch Floor Scrubber Disc Brush for Tenant T300/T300E 1213032,工厂直销 Sales 20inch 洗地机 盘刷 for Tenant T300/T300E 1213032,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad / 百洁垫,104649744346,5pcs Floor Pads for Scrubbing/Polishing/Stripping and Burnishing 380MM,5pcs Floor 百洁垫s for Scrubbing/Polishing/Stripping and Burnishing 380MM,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103126423386,Cleaning Rotary Floor Scrubber Brush Style High Plate Marble High Cost Performance New Anhui Plastic Customized Washing Low Cost,Cleaning Rotary 洗地机 刷 Style High Plate Marble High Cost Performance New Anhui Plastic Customized Washing Low Cost,,缺价,L3-OEM,OEM/定制·仅询单,OEM/定制配件（不公开价格）
配件 Part,Disc Brush / 盘刷,102012819567,Nilfisk Viper LS160/LS160HD 17 Inch Floor Scrubber Disc Brush __VF75434,Nilfisk Viper LS160/LS160HD 17 Inch 洗地机 盘刷 __VF75434,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,104461924750,Floor Scrubber Machine Brush Disc Rotary Brush with Different Size/brand/color/material,洗地机 Machine 刷 Disc Rotary 刷 with Different Size/brand/color/地垫erial,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103115116776,VR25014--20 Inch Floor Scrubber Disc Brush Suitable for Nilfisk Viper AS530R on Sale,VR25014--20 Inch 洗地机 盘刷 Suitable for Nilfisk Viper AS530R on Sale,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,104671308906,17 Inch Round Nylon pp Floor Polishing Disc Brush for Floor Scrubber From China,17 Inch Round Nylon pp Floor Polishing 盘刷 for 洗地机 From China,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,66571551,Comac L20 B / E Scrubber Dryer Spare Part -  Floor Cleaning Rotary Brush 19inch,Comac L20 B / E Scrubber Dryer 配件 -  Floor Cleaning Rotary 刷 19inch,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Filter / 过滤器,104159916560,Tennant 103782 Dust Panel Filter Vacuum Filter for T7/5680/5700 Floor Scrubbers Machine,Tennant 103782 Dust Panel 过滤器 Vacuum 过滤器 for T7/5680/5700 洗地机s Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,104567194832,Pvc Tube Removable Diy Splice Foldable Drainage Anti slip Swimming Pool Mat Roll Super Absorbent Non-slip Mat,Pvc Tube Removable Diy Splice Foldable Drainage Anti slip Swimming Pool 地垫 Roll Super Absorbent Non-slip 地垫,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,104674362747,17 Inch Floor Cleaning Machine Accessories Auto Scrubber Disc Brushes,17 Inch Floor 清洁机 配件 Auto Scrubber 盘刷es,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,102500220088,Scrubber Black Semi-drawn Drain Hose for Tennant T3E,Scrubber Black Semi-drawn 排水管 for Tennant T3E,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,102498993381,Vacuum Hose --Tennant T3  T5 and T7 --1014026 for Floor Scrubber,吸水管 --Tennant T3  T5 and T7 --1014026 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Pad Holder / 针盘,104426608814,Floor Scrubber Machine 16inch Sponge Pad of Pad Driver/Pad Holder Tennant/Nilfisk/Viper/Comac/Karche,洗地机 Machine 16inch Sponge 百洁垫 of 针盘驱动/针盘 Tennant/Nilfisk/Viper/Comac/Karche,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Carbon Brush / 碳刷,104386960504,Carbon Brush for Floor Scrubber Machine,碳刷 for 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,83726161,22 Inch PPL Floor Rotary Brush for Comac/Fimap Auto Scrubber Machine,22 Inch PPL Floor Rotary 刷 for Comac/Fimap Auto Scrubber Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,102004908611,Nilfisk Viper AS380/15  15 Inch Floor Scrubber Disc Brush __ VF89801,Nilfisk Viper AS380/15  15 Inch 洗地机 盘刷 __ VF89801,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Electrical / 电气件,104156930512,Long Service Life Tennant Contactor Complete,Long Service Life Tennant 接触器 Complete,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,102033283942,VIPER FANG 18C 17 Inch PA Floor Scrubber Disc Brush for Cleaning Machine,VIPER FANG 18C 17 Inch PA 洗地机 盘刷 for 清洁机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103142297056,Cleaning Equipment Spare Parts Floor Scrubber Sweeper Disc Brush/ Pad Driver for BD530,清洁设备 配件s 洗地机 Sweeper 盘刷/ 针盘驱动 for BD530,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,103859641084,Taski Carpet Shampoo Brush 17Inch Disc Floor Polisher,Taski Carpet Shampoo 刷 17Inch Disc Floor Polisher,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,103851372125,Floor Scrubber Spare Part Disk Brush for Taski Swingo 450/ 455/750/ 755,洗地机 配件 盘刷 for Taski Swingo 450/ 455/750/ 755,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,103636604023,Floor Scrubber Spare Blades Part Squeegee Water Absorbing Scraper Squeegee Blade for Scrubber,洗地机 Spare Blades Part 吸水胶条 Water Absorbing Scraper 吸水胶条 Blade for Scrubber,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Roller Brush / 滚刷,103215915956,Sweeper Cylindrical Brush Roller Sweeper Main Broom,Sweeper Cylindrical 刷 Roller Sweeper 主刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,62276226,Weizhuo Auto Scrubber X3B/3D Floor Rotary Brush and Pad Drive,Weizhuo Auto Scrubber X3B/3D Floor Rotary 刷 and 百洁垫 Drive,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,102012878476,20 Inch Floor Scrubber Pad Driver for VIPER AS530R,20 Inch 洗地机 针盘驱动 for VIPER AS530R,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,103210702163,High Quality Marble Stainless Steel Wire Boat Hull Underwater Floor Cleaning Brush,高品质 Marble Stainless Steel Wire Boat Hull Underwater Floor Cleaning 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,66564829,Soft Carpet Shampoo Brush with Shower Feed Holes,Soft Carpet Shampoo 刷 with Shower Feed Holes,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,103187042561,The Manufacturer Recommended Big Sales Brush Steel Wire Gutter Broom Side Brushes for Road Sweeper,The Manufacturer Recommended Big Sales 刷 Steel Wire 边刷 边刷es for Road Sweeper,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Solenoid Valve / 电磁阀,104385891129,Tennat 1213803 Water Solenoid Valve 24 Volt Water Solenoid Valve Fits Tennnt T2/T3/T5e,Tennat 1213803 Water 电磁阀 24 Volt Water 电磁阀 Fits Tennnt T2/T3/T5e,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,104941102056,Floor Scrubber Machine Spare Part 16 Inch Pad Driver Machine Brush,洗地机 Machine 配件 16 Inch 针盘驱动 Machine 刷,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Other / 其他,103386464427,Tenant S20 S30 Asphalt Road Cement Floor Push Dust Cleaner Industrial Floor Sweeper,Tenant S20 S30 Asphalt Road Cement Floor Push Dust Cleaner 工业 扫地车,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103391604264,Tenant 6100 800 S10 Anhui Factory Made Big Roller Sweeper Brush Dulevo 5000 Main Central Broom,Tenant 6100 800 S10 Anhui Factory Made Big Roller Sweeper 刷 Dulevo 5000 Main Central Broom,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Side Brush / 边刷,11117587233,Johnston 650 Steel Wire Sweeper Side Brush,Johnston 650 Steel Wire Sweeper 边刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,103856773876,Taski 15.5inch Rider Floor Scrubber Cleaning Brush Soft Nylon Disc Scrub Brush,Taski 15.5inch Rider 洗地机 Cleaning 刷 Soft Nylon Disc Scrub 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,29793555118,12inch Magnet Disc Brush for Floor Cleaning Equipment,12inch Magnet 盘刷 for Floor 清洁设备,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101905818,"IPC Cleantime 100 BT 85, Cleantime 160 BT 85 Floor Scrubber DISC Brush","IPC Cleantime 100 BT 85, Cleantime 160 BT 85 洗地机 盘刷",,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Pad Holder / 针盘,103115387387,Scrubber Attachment Pad Holder Driver for Vipe AS1050R -VF82057,Scrubber Attachment 针盘 Driver for Vipe AS1050R -VF82057,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Disc Brush / 盘刷,102489750753,Factory Sale Nilfisk SC3500 13inch  Floor Scrubber Disc Brush for Floor Scrubber,Factory Sale Nilfisk SC3500 13inch  洗地机 盘刷 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,65661363,HAKO Citymaster 600 Steel Wire Mixed PP Gutter Sweeper Brush,HAKO Citymaster 600 Steel Wire Mixed PP Gutter Sweeper 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Clutch Plate / 离合器盘,101535642567,Floor Cleaning Equipment Spare Part NP-9200 Aluminum Alloy Clutch Plate,Floor 清洁设备 配件 NP-9200 Aluminum Alloy 离合器盘,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
